6aw,0,2,2,2,3,3,0,246
6ax,0,2,3,1,2,2,2,249
6ay,0,2,3,1,2,3,1,250
6az,0,2,3,1,3,2,1,252
6ba,0,1,2,3,1,2,3,287
6bb,0,1,2,3,2,1,3,303
6bc,0,1,3,2,1,2,3,315
6bd,0,1,3,2,2,1,3,317
6be,0,1,3,2,2,2,2,318
6bf,0,2,2,2,1,2,3,347
6bg,0,2,2,2,2,1,3,349
6bh,0,2,2,2,2,2,2,350
6bi,0,2,2,2,2,1,3,363
6bj,0,2,2,2,3,0,3,365
6bk,0,2,2,2,3,1,2,366
6bl,0,2,3,1,2,1,3,377
6bm,0,2,3,1,2,2,2,378
6bn,0,2,3,1,3,1,2,380
6bo,0,2,2,2,0,3,3,411
6bp,0,2,2,2,1,2,3,413
6bq,0,2,2,2,1,3,2,414
6br,0,2,3,1,1,2,3,441
6bs,0,2,3,1,1,3,2,442
6bt,0,2,3,1,2,2,2,444
6bu,0,3,3,0,2,2,2,504
6bv,1,1,1,3,3,1,2,591
6bw,1,1,1,3,3,2,1,599
6bx,1,1,2,2,2,2,2,603
6by,1,1,2,2,3,1,2,605
6bz,1,1,2,2,3,2,1,606
6ca,1,1,1,3,4,1,1,615
6cb,1,1,2,2,4,0,2,621
6cc,1,1,2,2,4,1,1,622
6cd,1,1,2,2,4,2,0,630
6ce,1,1,1,3,2,2,2,655
6cf,1,1,1,3,2,3,1,663
6cg,1,1,2,2,1,3,2,667
6ch,1,1,2,2,2,2,2,669
6ci,1,1,2,2,2,3,1,670
6cj,1,1,2,2,2,2,2,683
6ck,1,1,2,2,3,1,2,685
6cl,1,1,2,2,3,2,1,686
6cm,1,1,2,2,2,3,1,691
6cn,1,1,2,2,3,2,1,693
6co,1,1,2,2,3,3,0,694
6cp,1,1,3,1,2,2,2,697
6cq,1,1,3,1,2,3,1,698
6cr,1,1,3,1,3,2,1,700
6cs,1,2,1,2,2,2,2,715
6ct,1,2,1,2,3,1,2,717
6cu,1,2,1,2,3,2,1,718
6cv,1,2,2,1,2,2,2,729
6cw,1,2,2,1,2,3,1,730
6cx,1,2,2,1,3,2,1,732
6cy,1,2,2,1,3,1,2,745
6cz,1,2,2,1,3,2,1,746
6da,1,2,2,1,4,1,1,748
6db,1,2,2,1,3,2,1,753
6dc,1,2,2,1,3,3,0,754
6dd,1,2,2,1,4,2,0,756
6de,1,1,1,3,2,1,3,783
6df,1,1,2,2,1,2,3,795
6dg,1,1,2,2,2,1,3,797
6dh,1,1,2,2,2,2,2,798
6di,1,1,2,2,2,1,3,811
6dj,1,1,2,2,3,0,3,813
6dk,1,1,2,2,3,1,2,814
6dl,1,1,3,1,2,1,3,825
6dm,1,1,3,1,2,2,2,826
6dn,1,1,3,1,3,1,2,828
6do,1,2,2,1,2,1,3,857
6dp,1,2,2,1,2,2,2,858
6dq,1,2,2,1,3,1,2,860
6dr,1,2,2,1,3,0,3,873
6ds,1,2,2,1,3,1,2,874
6dt,1,2,2,1,4,0,2,876
6du,1,2,2,1,1,2,3,921
6dv,1,2,2,1,1,3,2,922
6dw,1,2,2,1,2,2,2,924
6dx,1,1,1,3,1,3,2,1167
6dy,1,1,1,3,1,4,1,1175
6dz,1,1,2,2,0,4,2,1179
6ea,1,1,2,2,1,3,2,1181
6eb,1,1,2,2,1,4,1,1182
6ec,1,1,2,2,2,2,2,1197
6ed,1,1,2,2,2,3,1,1198
6ee,1,1,2,2,2,4,0,1206
6ef,1,2,1,2,1,3,2,1227
6eg,1,2,1,2,2,2,2,1229
6eh,1,2,1,2,2,3,1,1230
6ei,1,2,2,1,1,3,2,1241
6ej,1,2,2,1,1,4,1,1242
6ek,1,2,2,1,2,2,2,1257
6el,1,2,2,1,2,3,1,1258
6em,1,2,2,1,2,3,1,1265
6en,1,2,2,1,2,4,0,1266
6eo,1,1,1,3,1,2,3,1295
6ep,1,1,2,2,0,3,3,1307
6eq,1,1,2,2,1,2,3,1309
6er,1,1,2,2,1,3,2,1310
6es,1,1,2,2,1,2,3,1323
6et,1,1,2,2,2,1,3,1325
6eu,1,1,2,2,2,2,2,1326
6ev,1,1,3,1,1,2,3,1337
6ew,1,1,3,1,1,3,2,1338
6ex,1,2,2,1,1,2,3,1369
6ey,1,2,2,1,1,3,2,1370
6ez,1,2,2,1,2,1,3,1385
6fa,1,2,2,1,2,2,2,1386
6fb,1,2,2,1,0,3,3,1433
6fc,1,2,2,1,0,4,2,1434
6fd,2,2,1,1,2,2,2,1737
6fe,2,1,1,2,1,2,3,1803
6ff,2,1,1,2,2,1,3,1805
6fg,2,1,1,2,2,2,2,1806
6fh,2,1,2,1,1,2,3,1817
6fi,2,1,2,1,2,1,3,1833
6fj,1,1,1,3,1,1,4,2319
6fk,1,1,2,2,0,2,4,2331
6fl,1,1,2,2,1,1,4,2333
6fm,1,1,2,2,2,0,4,2349
6fn,1,2,2,1,1,1,4,2393
6fo,1,2,2,1,2,0,4,2409
6fp,1,2,2,1,0,2,4,2457
7aa,0,1,3,3,3,2,2,127
7ab,0,1,3,3,2,3,2,191
7ac,0,2,2,3,2,3,2,223
7ad,0,2,2,3,3,2,2,239
7ae,0,2,2,3,3,3,1,247
7af,0,2,3,2,2,3,2,251
7ag,0,2,3,2,3,2,2,253
7ah,0,2,3,2,3,3,1,254
7ai,0,1,3,3,2,2,3,319
7aj,0,2,2,3,2,2,3,351
7ak,0,2,2,3,3,1,3,367
7al,0,2,3,2,2,2,3,379
7am,0,2,3,2,3,1,3,381
7an,0,2,3,2,3,2,2,382
7ao,0,2,2,3,1,3,3,415
7ap,0,2,3,2,1,3,3,443
7aq,0,2,3,2,2,2,3,445
7ar,0,2,3,2,2,3,2,446
7as,0,3,3,1,2,2,3,505
7at,0,3,3,1,2,3,2,506
7au,0,3,3,1,3,2,2,508
7av,1,1,2,3,3,2,2,607
7aw,1,1,2,3,4,1,2,623
7ax,1,1,2,3,4,2,1,631
7ay,1,1,2,3,2,3,2,671
7az,1,1,2,3,3,2,2,687
7ba,1,1,2,3,3,3,1,695
7bb,1,1,3,2,2,3,2,699
7bc,1,1,3,2,3,2,2,701
7bd,1,1,3,2,3,3,1,702
7be,1,2,1,3,3,2,2,719
7bf,1,2,2,2,2,3,2,731
7bg,1,2,2,2,3,2,2,733
7bh,1,2,2,2,3,3,1,734
7bi,1,2,2,2,3,2,2,747
7bj,1,2,2,2,4,1,2,749
7bk,1,2,2,2,4,2,1,750
7bl,1,2,2,2,3,3,1,755
7bm,1,2,2,2,4,2,1,757
7bn,1,2,2,2,4,3,0,758
7bo,1,2,3,1,3,2,2,761
7bp,1,2,3,1,3,3,1,762
7bq,1,2,3,1,4,2,1,764
7br,1,1,2,3,2,2,3,799
7bs,1,1,2,3,3,1,3,815
7bt,1,1,3,2,2,2,3,827
7bu,1,1,3,2,3,1,3,829
7bv,1,1,3,2,3,2,2,830
7bw,1,2,2,2,2,2,3,859
7bx,1,2,2,2,3,1,3,861
7by,1,2,2,2,3,2,2,862
7bz,1,2,2,2,3,1,3,875
7ca,1,2,2,2,4,0,3,877
7cb,1,2,2,2,4,1,2,878
7cc,1,2,3,1,3,1,3,889
7cd,1,2,3,1,3,2,2,890
7ce,1,2,3,1,4,1,2,892
7cf,1,2,2,2,1,3,3,923
7cg,1,2,2,2,2,2,3,925
7ch,1,2,2,2,2,3,2,926
7ci,1,2,3,1,2,2,3,953
7cj,1,2,3,1,2,3,2,954
7ck,1,2,3,1,3,2,2,956
7cl,1,1,2,3,1,4,2,1183
7cm,1,1,2,3,2,3,2,1199
7cn,1,1,2,3,2,4,1,1207
7co,1,2,1,3,2,3,2,1231
7cp,1,2,2,2,1,4,2,1243
7cq,1,2,2,2,2,3,2,1245
7cr,1,2,2,2,2,4,1,1246
7cs,1,2,2,2,2,3,2,1259
7ct,1,2,2,2,3,2,2,1261
7cu,1,2,2,2,3,3,1,1262
7cv,1,2,2,2,2,4,1,1267
7cw,1,2,2,2,3,3,1,1269
7cx,1,2,2,2,3,4,0,1270
7cy,1,2,3,1,2,3,2,1273
7cz,1,2,3,1,2,4,1,1274
7da,1,1,2,3,1,3,3,1311
7db,1,1,2,3,2,2,3,1327
7dc,1,1,3,2,1,3,3,1339
7dd,1,1,3,2,2,2,3,1341
7de,1,1,3,2,2,3,2,1342
7df,1,2,2,2,1,3,3,1371
7dg,1,2,2,2,2,2,3,1373
7dh,1,2,2,2,2,3,2,1374
7di,1,2,2,2,2,2,3,1387
7dj,1,2,2,2,3,1,3,1389
7dk,1,2,2,2,3,2,2,1390
7dl,1,2,3,1,2,2,3,1401
7dm,1,2,3,1,2,3,2,1402
7dn,1,2,2,2,0,4,3,1435
7do,1,2,2,2,1,3,3,1437
7dp,1,2,2,2,1,4,2,1438
7dq,1,2,3,1,1,3,3,1465
7dr,1,2,3,1,1,4,2,1466
7ds,2,2,1,2,2,3,2,1739
7dt,2,2,1,2,3,2,2,1741
7du,2,2,1,2,3,3,1,1742
7dv,2,1,1,3,2,2,3,1807
7dw,2,1,2,2,1,3,3,1819
7dx,2,1,2,2,2,2,3,1821
7dy,2,1,2,2,2,3,2,1822
7dz,2,1,2,2,2,2,3,1835
7ea,2,1,2,2,3,1,3,1837
7eb,2,1,2,2,3,2,2,1838
7ec,2,1,3,1,2,2,3,1849
7ed,2,2,2,1,2,2,3,1881
7ee,2,2,2,1,3,1,3,1897
7ef,2,2,2,1,1,3,3,1945
7eg,1,1,2,3,1,2,4,2335
7eh,1,1,2,3,2,1,4,2351
7ei,1,2,2,2,1,2,4,2395
7ej,1,2,2,2,2,1,4,2397
7ek,1,2,2,2,2,1,4,2411
7el,1,2,2,2,3,0,4,2413
7em,1,2,3,1,2,1,4,2425
7en,1,2,2,2,0,3,4,2459
7eo,1,2,2,2,1,2,4,2461
7ep,1,2,3,1,1,2,4,2489
8aa,0,2,3,3,3,3,2,255
8ab,0,2,3,3,3,2,3,383
8ac,0,2,3,3,2,3,3,447
8ad,0,3,3,2,2,3,3,507
8ae,0,3,3,2,3,2,3,509
8af,0,3,3,2,3,3,2,510
8ag,1,1,3,3,4,2,2,639
8ah,1,1,3,3,3,3,2,703
8ai,1,2,2,3,3,3,2,735
8aj,1,2,2,3,4,2,2,751
8ak,1,2,2,3,4,3,1,759
8al,1,2,3,2,3,3,2,763
8am,1,2,3,2,4,2,2,765
8an,1,2,3,2,4,3,1,766
8ao,1,1,3,3,3,2,3,831
8ap,1,2,2,3,3,2,3,863
8aq,1,2,2,3,4,1,3,879
8ar,1,2,3,2,3,2,3,891
8as,1,2,3,2,4,1,3,893
8at,1,2,3,2,4,2,2,894
8au,1,2,2,3,2,3,3,927
8av,1,2,3,2,2,3,3,955
8aw,1,2,3,2,3,2,3,957
8ax,1,2,3,2,3,3,2,958
8ay,1,3,3,1,3,2,3,1017
8az,1,3,3,1,3,3,2,1018
8ba,1,3,3,1,4,2,2,1020
8bb,1,1,3,3,2,4,2,1215
8bc,1,2,2,3,2,4,2,1247
8bd,1,2,2,3,3,3,2,1263
8be,1,2,2,3,3,4,1,1271
8bf,1,2,3,2,2,4,2,1275
8bg,1,2,3,2,3,3,2,1277
8bh,1,2,3,2,3,4,1,1278
8bi,1,1,3,3,2,3,3,1343
8bj,1,2,2,3,2,3,3,1375
8bk,1,2,2,3,3,2,3,1391
8bl,1,2,3,2,2,3,3,1403
8bm,1,2,3,2,3,2,3,1405
8bn,1,2,3,2,3,3,2,1406
8bo,1,2,2,3,1,4,3,1439
8bp,1,2,3,2,1,4,3,1467
8bq,1,2,3,2,2,3,3,1469
8br,1,2,3,2,2,4,2,1470
8bs,1,3,3,1,2,3,3,1529
8bt,1,3,3,1,2,4,2,1530
8bu,2,2,1,3,3,3,2,1743
8bv,2,2,2,2,2,4,2,1755
8bw,2,2,2,2,3,3,2,1757
8bx,2,2,2,2,3,4,1,1758
8by,2,2,2,2,4,2,2,1773
8bz,2,2,2,2,4,3,1,1774
8ca,2,2,2,2,4,4,0,1782
8cb,2,1,2,3,2,3,3,1823
8cc,2,1,2,3,3,2,3,1839
8cd,2,1,3,2,2,3,3,1851
8ce,2,1,3,2,3,2,3,1853
8cf,2,1,3,2,3,3,2,1854
8cg,2,2,2,2,2,3,3,1883
8ch,2,2,2,2,3,2,3,1885
8ci,2,2,2,2,3,3,2,1886
8cj,2,2,2,2,3,2,3,1899
8ck,2,2,2,2,4,1,3,1901
8cl,2,2,2,2,4,2,2,1902
8cm,2,2,3,1,3,2,3,1913
8cn,2,2,2,2,1,4,3,1947
8co,2,2,2,2,2,3,3,1949
8cp,2,2,2,2,2,4,2,1950
8cq,2,2,3,1,2,3,3,1977
8cr,1,1,3,3,2,2,4,2367
8cs,1,2,2,3,2,2,4,2399
8ct,1,2,2,3,3,1,4,2415
8cu,1,2,3,2,2,2,4,2427
8cv,1,2,3,2,3,1,4,2429
8cw,1,2,2,3,1,3,4,2463
8cx,1,2,3,2,1,3,4,2491
8cy,1,2,3,2,2,2,4,2493
8cz,1,3,3,1,2,2,4,2553
8da,2,2,2,2,2,2,4,2907
8db,2,2,2,2,3,1,4,2909
8dc,2,2,2,2,4,0,4,2925
8dd,2,2,2,2,1,3,4,2971
8de,2,2,2,2,2,2,4,2973
8df,2,2,2,2,0,4,4,3483
9aa,0,3,3,3,3,3,3,511
9ab,1,2,3,3,4,3,2,767
9ac,1,2,3,3,4,2,3,895
9ad,1,2,3,3,3,3,3,959
9ae,1,3,3,2,3,3,3,1019
9af,1,3,3,2,4,2,3,1021
9ag,1,3,3,2,4,3,2,1022
9ah,1,2,3,3,3,4,2,1279
9ai,1,2,3,3,3,3,3,1407
9aj,1,2,3,3,2,4,3,1471
9ak,1,3,3,2,2,4,3,1531
9al,1,3,3,2,3,3,3,1533
9am,1,3,3,2,3,4,2,1534
9an,2,2,2,3,3,4,2,1759
9ao,2,2,2,3,4,3,2,1775
9ap,2,2,2,3,4,4,1,1783
9aq,2,1,3,3,3,3,3,1855
9ar,2,2,2,3,3,3,3,1887
9as,2,2,2,3,4,2,3,1903
9at,2,2,3,2,3,3,3,1915
9au,2,2,3,2,4,2,3,1917
9av,2,2,3,2,4,3,2,1918
9aw,2,2,2,3,2,4,3,1951
9ax,2,2,3,2,2,4,3,1979
9ay,2,2,3,2,3,3,3,1981
9az,2,2,3,2,3,4,2,1982
9ba,2,3,3,1,3,3,3,2041
9bb,1,2,3,3,3,2,4,2431
9bc,1,2,3,3,2,3,4,2495
9bd,1,3,3,2,2,3,4,2555
9be,1,3,3,2,3,2,4,2557
9bf,2,2,2,3,3,2,4,2911
9bg,2,2,2,3,4,1,4,2927
9bh,2,2,2,3,2,3,4,2975
9bi,2,2,3,2,2,3,4,3003
9bj,2,2,3,2,3,2,4,3005
9bk,2,2,2,3,1,4,4,3487
Xa,1,3,3,3,4,3,3,1023
Xb,1,3,3,3,3,4,3,1535
Xc,2,2,3,3,4,4,2,1791
Xd,2,2,3,3,4,3,3,1919
Xe,2,2,3,3,3,4,3,1983
Xf,2,3,3,2,3,4,3,2043
Xg,2,3,3,2,4,3,3,2045
Xh,2,3,3,2,4,4,2,2046
Xi,1,3,3,3,3,3,4,2559
Xj,2,2,3,3,4,2,4,2943
Xk,2,2,3,3,3,3,4,3007
Xl,2,3,3,2,3,3,4,3067
Xm,2,3,3,2,4,2,4,3069
Xn,2,2,3,3,2,4,4,3519
Xo,2,3,3,2,2,4,4,3579
Ea,2,3,3,3,4,4,3,2047
Eb,2,3,3,3,4,3,4,3071
Ec,2,3,3,3,3,4,4,3583
D,3,3,3,3,4,4,4,4095
